,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro Ações,oscilations_Dia,oscilations_Mês,oscilations_30 dias,oscilations_12 meses,oscilations_2020,oscilations_2019,oscilations_2018,oscilations_2017,oscilations_2016,oscilations_2015,,indicator_P/L,indicator_P/VP,indicator_P/EBIT,indicator_PSR,indicator_P/Ativos,indicator_P/Cap Giro,indicator_P/Ativ Circ Liq,indicator_Div Yield,indicator_EV / EBITDA,indicator_EV / EBIT,indicator_Cres Rec (5a),indicator_LPA,indicator_VPA,indicator_Marg Bruta,indicator_Marg EBIT,indicator_Marg Líquida,indicator_EBIT / Ativo,indicator_ROIC,indicator_ROE,indicator_Liquidez Corr,indicator_Div Br/ Patrim,indicator_Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív Bruta,Dív Líquida,Patrim Líq,demonstrative12m_Receita Líquida,demonstrative12m_EBIT,demonstrative12m_Lucro Líquido,demontrative3m_Receita Líquida,demontrative3m_EBIT,demontrative3m_Lucro Líquido,Cart de Crédito,Depósitos,demonstrative12m_Result Int Financ,demonstrative12m_Rec Serviços,demontrative3m_Result Int Financ,demontrative3m_Rec Serviços
RDNI3,ON NM,RODOBENSIMOB ON NM,Construção e Engenharia,Construção Civil,980,30/06/2020,539,1662,250093,428946000,794983000,31/03/2020,43770000,"-2,00%","31,90%","31,90%","40,99%","-37,73%","186,55%","-10,57%","12,84%","27,64%","-52,97%",,10591,070,2930,145,029,128,-149,"0,1%",4124,5430,"-15,4%",009,1392,"28,4%","4,9%","1,7%","1,0%","1,0%","0,7%",243,068,020,1476300000,47981000,571713000,414018000,366037000,609221000,296700000,14640000,4050000,55833000,-5542000,-7376000,,,,,,
BIDI11,UNT N2,INTER BANCO UNT N2,Financeiros,Bancos,4120,30/06/2020,2446,7054,29121300,9708820000,-,31/03/2020,706953000,"-5,44%","22,62%","22,62%","-3,12%","-11,44%","14,46%","0,59%","0,00%","0,00%","0,00%",,17053,452,-,-,-,-,-,"0,4%",-,-,"18,9%",024,911,-,-,"0,0%","0,0%",-,"2,7%",-,-,-,10472700000,,,,,2147950000,,,56933000,,,-9871000,4023710000,5369180000,454490000,104175000,88351000,28225000
CAML3,ON NM,CAMIL ON NM,Alimentos,Alimentos Diversos,1122,30/06/2020,627,1122,15799700,4151400000,5275670000,29/02/2020,370000000,"0,18%","13,35%","13,35%","59,35%","25,40%","30,39%","-7,99%","-11,44%","0,00%","0,00%",,1732,185,1401,077,086,285,2962,"1,5%",1199,1780,"19,0%",065,608,"23,2%","5,5%","4,4%","6,2%","8,0%","10,7%",217,075,112,4809390000,570056000,2700180000,1694330000,1124270000,2249370000,5396110000,296359000,239628000,-1813390000,-105710000,-212668000,,,,,,
TXRX3,ON,RENAUX ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,15989,19/06/2020,302,23500,100412,680972000,681181000,31/03/2020,4259000,"0,00%","1498,90%","1498,90%","4759,88%","4494,54%","5,45%","-15,38%","21,12%","46,36%","10,00%",,2073,-228966,9176,3835,363969,-255634,-161373,"0,0%",9179,9179,"-25,2%",771,-007,"52,6%","41,8%","185,0%","3966,6%","6171,0%","-11043,3%",019,-070,9490,187096,30,62521,209173,209143,-297411,17755400,7421270,32844000,20365,-1729,-6046,,,,,,
BRFS3,ON NM,BRF Foods ON NM,Alimentos,Carnes e Derivados,2126,30/06/2020,1301,4050,237680000,17273200000,31985600000,31/03/2020,812473000,"1,87%","-8,08%","-8,08%","-27,98%","-39,60%","60,51%","-40,08%","-24,15%","-10,76%","-10,30%",,1379,267,551,049,037,549,-082,"0,0%",588,1020,"-0,3%",154,797,"25,2%","8,9%","3,6%","6,6%","10,0%","19,3%",119,355,074,47304300000,8292300000,19459700000,23004700000,14712400000,6476240000,35036800000,3135130000,1252630000,8949060000,826083000,-45921000,,,,,,
TRPL3,ON N1,TRANSMISSÃO PAULISTA ON N1,Energia Elétrica,Energia Elétrica,2525,30/06/2020,2103,2965,84956,16636800000,18857100000,31/03/2020,658883000,"-0,98%","0,04%","0,04%","-2,90%","-7,49%","68,22%","39,71%","5,02%","41,14%","-1,50%",,923,136,768,492,080,807,-392,"6,9%",863,871,"10,9%",273,1855,"69,7%","64,1%","54,2%","10,4%","11,2%","14,7%",221,029,016,20731500000,1269260000,3770490000,3489520000,2220250000,12219600000,3378360000,2165110000,1801570000,805503000,537168000,392454000,,,,,,
VULC3,ON,VULCABRAS S/A ON,"Tecidos, Vestuário e Calçados",Calçados,524,30/06/2020,363,934,5647020,1287760000,1230540000,31/03/2020,245756000,"0,96%","25,66%","25,66%","-21,67%","-43,04%","29,58%","-21,98%","279,17%","30,43%","64,29%",,1024,117,1036,099,093,197,236,"0,0%",586,990,"7,5%",051,449,"34,4%","9,6%","9,7%","9,0%","10,3%","11,4%",478,006,094,1383120000,121126000,824720000,63905000,-57221000,1103730000,1298830000,124290000,125816000,238636000,8139000,8929000,,,,,,
WLMM4,PN,WLM PN,Comércio,Material de Transporte,1850,30/06/2020,625,2001,25812,673671000,651530000,31/03/2020,36414700,"3,87%","32,81%","32,81%","187,25%","42,65%","172,48%","-3,56%","102,00%","-47,37%","-62,69%",,1280,157,1214,061,126,431,630,"1,9%",1104,1175,"25,3%",145,1180,"12,7%","5,0%","4,8%","10,4%","11,3%","12,2%",382,003,206,534972000,33051000,211823000,10910000,-22141000,429742000,1101110000,55473000,52627000,205084000,13042000,9470000,,,,,,
UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,398,30/06/2020,320,617,646036,263022000,221993000,31/03/2020,66086000,"-0,50%","12,11%","12,11%","19,39%","-16,31%","81,00%","11,16%","0,00%","47,65%","-26,73%",,1765,164,2047,180,127,389,448,"11,1%",1026,1728,"-9,2%",023,242,"39,6%","8,8%","10,2%","6,2%","7,9%","9,3%",282,-,071,206397000,41029000,104866000,0,-41029000,160203000,145771000,12850000,14903000,27318000,-1908000,-108000,,,,,,
UNIP3,ON,UNIPAR PARTICIPAÇÕES SA ON,Químicos,Petroquímicos,2995,30/06/2020,2265,3994,104417,2929650000,3212320000,31/03/2020,97818000,"0,34%","7,73%","7,73%","-15,42%","-15,19%","12,12%","163,88%","222,67%","32,51%","16,46%",,11717,212,953,095,075,866,-243,"1,3%",650,1045,"40,1%",026,1413,"26,1%","10,0%","0,7%","7,8%","9,4%","1,8%",134,055,078,3931390000,478759000,1334060000,761432000,282673000,1382490000,3078810000,307365000,25003000,801680000,47275000,-92219000,,,,,,
VLID3,ON NM,VALID ON NM,Serviços,Serviços Diversos,1079,30/06/2020,687,1977,10675800,768518000,1557400000,31/03/2020,71225000,"-0,19%","-1,01%","-1,01%","-27,54%","-36,45%","-1,91%","2,18%","-15,51%","-40,33%","1,33%",,1801,062,424,038,027,162,-195,"6,5%",489,859,"4,4%",060,1743,"21,3%","8,9%","2,0%","6,4%","7,8%","3,4%",167,090,072,2834470000,333876000,1181430000,1122760000,788886000,1241460000,2044920000,181283000,42661000,463740000,29997000,2102000,,,,,,
EUCA4,PN,EUCATEX PN,Madeira e Papel,Madeira,649,30/06/2020,310,853,703002,601097000,1015790000,31/12/2019,92619000,"2,69%","44,87%","44,87%","34,09%","-21,81%","94,38%","10,91%","43,12%","2,67%","-16,03%",,915,045,395,039,026,694,-209,"0,0%",355,668,"7,0%",071,1432,"28,1%","10,0%","4,3%","6,6%","7,2%","5,0%",114,033,066,2299000000,18466000,685179000,433154000,414688000,1326730000,1525780000,152085000,65683000,397493000,41229000,31586000,,,,,,
TRIS3,ON NM,Trisul ON NM,Construção e Engenharia,Construção Civil,1193,30/06/2020,584,1664,21233700,2226350000,2125590000,31/03/2020,186618000,"0,25%","48,20%","48,20%","86,27%","-19,89%","283,46%","107,82%","48,84%","3,20%","-5,30%",,1540,207,1407,282,119,227,324,"3,6%",1333,1343,"23,7%",077,577,"36,9%","20,1%","19,7%","8,5%","11,2%","13,4%",318,028,042,1868280000,405052000,1429000000,304286000,-100766000,1076140000,788994000,158266000,144581000,171298000,30604000,31061000,,,,,,
SOND6,PNB,SONDOTECNICA S/A PNB,Construção e Engenharia,Engenharia Consultiva,3109,01/06/2020,2915,3885,227,76419200,47200200,31/03/2020,2458000,"0,00%","0,00%","0,00%","19,57%","-19,98%","221,80%","16,17%","-21,44%","-15,14%","-17,73%",,1235,138,1245,117,097,232,332,"2,9%",601,769,"-12,0%",252,2254,"31,6%","9,4%","9,5%","7,8%","12,7%","11,2%",349,-,083,78584000,29219000,46168000,0,-29219000,55393000,65435000,6136000,6188000,16048000,1490000,1702000,,,,,,
TIET11,UNT N2,AES TIETE E UNT N2,Energia Elétrica,Energia Elétrica,1569,30/06/2020,1092,1920,27222000,6261980000,9125170000,31/03/2020,1995530000,"-1,01%","15,62%","15,62%","40,77%","-0,84%","72,24%","-15,34%","-3,50%","14,54%","0,00%",,1998,410,816,306,077,-4561,-134,"4,4%",841,1189,"9,4%",079,383,"37,6%","37,6%","15,3%","9,5%","14,1%","20,5%",093,279,025,8083880000,1396240000,1880080000,4259430000,2863190000,1526700000,2043110000,767728000,313424000,494396000,234946000,75319000,,,,,,
PTNT4,PN,PETTENATI PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,444,30/06/2020,290,654,265438,213326000,328360000,31/03/2020,48046500,"-3,69%","10,17%","10,17%","43,69%","-10,30%","64,45%","-5,05%","104,52%","0,00%","27,05%",,974,085,827,037,031,374,-472,"1,6%",625,1273,"3,7%",046,525,"13,5%","4,5%","6,6%","3,7%","4,8%","8,7%",120,076,083,693539000,76953100,337416000,191987000,115034000,252196000,573908000,25800700,21898400,148152000,1180550,3927890,,,,,,
UGPA3,ON,ULTRAPAR PARTICIPAÇÕES SA ON,Holdings Diversificadas,Holdings Diversificadas,1838,30/06/2020,1069,2746,143179000,20492200000,33203800000,31/03/2020,1114920000,"2,11%","7,36%","7,36%","-6,33%","-26,96%","-1,77%","-27,28%","12,38%","15,92%","22,18%",,6814,225,1193,023,062,212,-244,"2,4%",1154,1934,"4,7%",027,818,"6,8%","1,9%","0,4%","5,2%","7,0%","3,3%",278,205,272,33015900000,5954710000,15129300000,18666300000,12711600000,9116680000,89945800000,1717150000,300724000,21387100000,355160000,160859000,,,,,,
SMTO3,ON NM,SAO MARTINHO ON NM,Alimentos,Alimentos Diversos,2121,30/06/2020,1230,2975,37098400,7508570000,12075400000,31/03/2020,354011000,"6,16%","9,16%","9,16%","8,44%","-10,58%","34,24%","-3,28%","0,55%","29,05%","27,19%",,1175,224,914,203,062,429,-142,"3,1%",583,1469,"12,4%",181,945,"31,9%","22,2%","17,3%","6,8%","8,2%","19,1%",201,194,030,12113500000,1923570000,3486150000,6490350000,4566780000,3346680000,3693860000,821798000,639010000,1146270000,298065000,142645000,,,,,,
TIET4,PN N2,AES TIETE E PN N2,Energia Elétrica,Energia Elétrica,304,30/06/2020,215,367,1927000,6066420000,8929610000,31/03/2020,1995530000,"-1,94%","14,72%","14,72%","36,65%","3,99%","57,14%","-16,00%","3,21%","-1,80%","0,00%",,1936,397,790,297,075,-4418,-130,"4,5%",823,1163,"9,4%",016,077,"37,6%","37,6%","15,3%","9,5%","14,1%","20,5%",093,279,025,8083880000,1396240000,1880080000,4259430000,2863190000,1526700000,2043110000,767728000,313424000,494396000,234946000,75319000,,,,,,
TIET3,ON N2,AES TIETE E ON N2,Energia Elétrica,Energia Elétrica,335,30/06/2020,226,431,563478,6685040000,9548230000,31/03/2020,1995530000,"-1,47%","9,48%","9,48%","46,41%","-21,01%","126,31%","-15,56%","-6,64%","10,55%","0,00%",,2133,438,871,327,083,-4869,-143,"4,1%",880,1244,"9,4%",016,077,"37,6%","37,6%","15,3%","9,5%","14,1%","20,5%",093,279,025,8083880000,1396240000,1880080000,4259430000,2863190000,1526700000,2043110000,767728000,313424000,494396000,234946000,75319000,,,,,,
TGMA3,ON NM,Tegma ON NM,Transporte,Transporte Rodoviário,2328,30/06/2020,1568,4127,20280100,1536550000,1649300000,31/03/2020,66003000,"0,52%","22,01%","22,01%","-16,11%","-38,17%","44,20%","45,95%","166,22%","63,50%","-69,58%",,823,258,820,115,159,764,3005,"4,9%",774,880,"8,5%",283,902,"21,3%","14,1%","14,0%","19,3%","22,8%","31,4%",190,040,137,969368000,125940000,425365000,238695000,112755000,595131000,1330390000,187448000,186637000,279746000,26664000,19286000,,,,,,
ROMI3,ON,ROMI ON,Máquinas e Equipamentos,Máqs e Equips Industriais,1297,30/06/2020,696,1743,2783660,815268000,1100670000,31/03/2020,62858000,"0,93%","22,35%","22,35%","23,61%","-21,14%","124,14%","17,66%","203,60%","52,05%","-39,67%",,980,103,1670,101,053,226,619,"9,6%",1331,2254,"7,7%",132,1264,"28,8%","6,0%","10,3%","3,2%","3,8%","10,5%",170,057,053,1541680000,168725000,877359000,454130000,285405000,794408000,810681000,48823000,83168000,165941000,4959000,40757000,,,,,,
SHUL4,PN,SCHULZ PN,Máquinas e Equipamentos,"Motores, Compressores e Outros",1074,30/06/2020,588,1649,2423230,959555000,1189610000,31/03/2020,89344000,"0,24%","5,12%","5,12%","32,95%","6,57%","49,41%","47,39%","66,06%","12,60%","-16,89%",,1018,149,1136,091,060,170,1298,"2,0%",943,1409,"16,8%",105,721,"22,2%","8,0%","8,9%","5,3%","8,0%","14,6%",224,105,066,1590970000,448590000,1020910000,678641000,230051000,643997000,1057370000,84435000,94241000,234273000,22063000,15592000,,,,,,
SEER3,ON NM,SER EDUCA ON NM,Diversos,Educacional,1500,30/06/2020,1299,3337,16395400,1930830000,1888110000,31/03/2020,128722000,"-2,41%","3,02%","3,02%","-38,83%","-45,79%","98,36%","-48,98%","71,05%","147,38%","-71,95%",,1990,146,876,151,078,823,-325,"2,0%",512,856,"5,2%",075,1030,"53,3%","17,2%","7,6%","8,9%","9,7%","7,3%",172,011,052,2482050000,182290000,562590000,139570000,-42720000,1325250000,1280350000,220520000,97046000,308526000,42028000,16766000,,,,,,
SULA3,ON N2,Sul America ON N2,Previdência e Seguros,Seguradoras,2134,30/06/2020,1122,2899,112949,25233700000,11199300000,31/03/2020,1182460000,"0,19%","3,89%","3,89%","74,17%","-13,26%","110,85%","106,12%","-50,26%","0,00%","0,00%",,2429,356,3153,114,091,270,-1995,"1,3%",1212,1399,"9,5%",088,599,"12,2%","3,6%","4,7%","2,9%","7,0%","14,7%",193,032,080,27736900000,16296300000,19387400000,2261920000,-14034400000,7082860000,22069400000,800331000,1038930000,5594500000,49959000,79816000,,,,,,
TEND3,ON NM,Tenda ON NM,Construção e Engenharia,Construção Civil,3101,30/06/2020,1786,3958,37551600,3235710000,3103900000,31/03/2020,104344000,"1,54%","23,60%","23,60%","31,45%","2,72%","93,03%","63,60%","36,38%","0,00%","0,00%",,1398,236,953,165,091,184,678,"1,1%",831,914,"21,5%",222,1313,"32,5%","17,4%","11,8%","9,5%","13,9%","16,9%",293,068,055,3569670000,1060710000,2675920000,928909000,-131804000,1370200000,1956600000,339677000,231385000,415812000,49917000,17594000,,,,,,
PTNT3,ON,PETTENATI ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,755,30/06/2020,694,1151,56800,362751000,477785000,31/03/2020,48046500,"-1,31%","-4,67%","-4,67%","17,21%","-4,76%","15,61%","-8,83%","31,54%","7,45%","19,33%",,1657,144,1406,063,052,636,-802,"1,0%",909,1852,"3,7%",046,525,"13,5%","4,5%","6,6%","3,7%","4,8%","8,7%",120,076,083,693539000,76953100,337416000,191987000,115034000,252196000,573908000,25800700,21898400,148152000,1180550,3927890,,,,,,
TOTS3,ON NM,TOTVS ON NM,Programas e Serviços,Programas e Serviços,2315,30/06/2020,1400,2784,108971000,13378700000,12460600000,31/03/2020,577913000,"3,26%","15,12%","15,12%","59,25%","7,83%","139,79%","-8,47%","25,64%","-20,08%","-10,83%",,5161,529,1496,577,371,1153,1713,"0,8%",1195,1394,"3,6%",045,437,"67,9%","38,5%","11,2%","24,8%","41,1%","10,3%",266,018,064,3606100000,1365370000,1859980000,447259000,-918107000,2527050000,2319950000,894089000,259222000,601418000,237392000,61508000,,,,,,
SULA4,PN,Sul America PN,Previdência e Seguros,Seguradoras,1228,30/06/2020,741,1915,129333,14520600000,486219000,31/03/2020,1182460000,"0,66%","-0,50%","-0,50%","8,07%","-30,30%","134,60%","29,49%","-37,96%","0,00%","0,00%",,1398,205,1814,066,052,155,-1148,"2,3%",053,061,"9,5%",088,599,"12,2%","3,6%","4,7%","2,9%","7,0%","14,7%",193,032,080,27736900000,16296300000,19387400000,2261920000,-14034400000,7082860000,22069400000,800331000,1038930000,5594500000,49959000,79816000,,,,,,
SCAR3,ON,SÃO CARLOS EMPREENDE PARTICIPAÇÕES SA ON,Exploração de Imóveis,Exploração de Imóveis,3697,30/06/2020,2690,5591,600217,2134540000,3252820000,31/03/2020,57737000,"0,19%","20,46%","20,46%","16,57%","-21,29%","46,16%","-24,45%","74,70%","10,76%","-28,65%",,2344,143,998,560,071,770,-203,"1,0%",1258,1522,"-7,3%",158,2578,"74,7%","56,1%","24,1%","7,1%","8,0%","6,1%",244,099,013,3018770000,354516000,469404000,1472800000,1118280000,1488560000,380862000,213790000,91067000,65523000,38715000,10596000,,,,,,
TIMP3,ON,TIM PARTICIPAÇÕES SA ON,Telefonia Móvel,Telefonia Móvel,1420,30/06/2020,1112,1749,112711000,34378700000,35209800000,31/03/2020,2421030000,"3,12%","4,26%","4,26%","25,45%","-8,90%","36,74%","-8,25%","69,24%","17,33%","-40,15%",,938,152,1043,198,087,2796,-353,"2,9%",414,1069,"2,0%",151,933,"57,3%","18,9%","21,1%","8,3%","9,4%","16,2%",121,011,044,39499800000,1630210000,7186880000,2461340000,831132000,22587500000,17401700000,3294920000,3663930000,4215310000,606656000,161841000,,,,,,
STBP3,ON NM,SBPAR ON NM,Transporte,Serviços de Apoio e Armazenagem,551,30/06/2020,301,841,23801000,3690590000,3753740000,31/03/2020,669798000,"-0,72%","31,19%","31,19%","26,94%","-32,34%","93,38%","24,78%","41,25%","-13,04%","0,00%",,32928,275,6265,381,115,1233,-281,"0,3%",1904,6372,"3,2%",002,200,"26,1%","6,1%","1,2%","1,8%","2,1%","0,8%",222,033,030,3198690000,372897000,545612000,436050000,63153000,1339860000,969191000,58909000,11208000,223817000,-2796000,-13221000,,,,,,
RAPT4,PN N1,RANDON SA IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,961,30/06/2020,485,1492,38167100,3322910000,4434490000,31/03/2020,345776000,"1,16%","9,20%","9,20%","8,44%","-28,28%","49,05%","30,98%","109,67%","44,54%","-46,37%",,1518,193,614,065,052,143,-857,"2,8%",630,820,"17,1%",063,499,"24,2%","10,6%","5,2%","8,5%","12,9%","12,7%",265,165,080,6369900000,1734550000,3742720000,2846130000,1111580000,1726080000,5126510000,541096000,218946000,1167730000,86963000,2994000,,,,,,
VIVT4,PN,TELEF BRASIL PN,Telefonia Fixa,Telefonia Fixa,4803,30/06/2020,4425,5933,145193000,81218000000,89121400000,31/03/2020,1690980000,"-0,35%","1,89%","1,89%","1,81%","-13,26%","32,68%","3,38%","16,83%","28,03%","-17,90%",,1688,114,1188,184,074,4111,-465,"6,2%",498,1303,"1,3%",285,4211,"49,7%","15,5%","10,9%","6,2%","7,0%","6,8%",110,019,040,109815000000,5479290000,21143900000,13382700000,7903380000,71213600000,44118100000,6837540000,4812330000,10824700000,1684660000,1153460000,,,,,,
BRAP4,PN N1,BRADESPAR S/A PN N1,Holdings Diversificadas,Holdings Diversificadas,3651,30/06/2020,2435,4239,91214300,12706700000,12732500000,31/03/2020,348034000,"0,47%","3,57%","3,57%","13,11%","-4,62%","27,23%","14,34%","103,96%","199,09%","-59,91%",,225296,121,-72751,-,115,-,-,"2,2%",-72899,-72899,-,002,3023,-,-,"0,0%","-0,2%",-,"0,1%",-,-,-,11031700000,199618000,553142000,225395000,25777000,10522400000,0,-17466000,5640000,0,-2992000,53756000,,,,,,
BRDT3,ON NM,PETROBRAS BR ON NM,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,2155,30/06/2020,1374,3109,192398000,25105700000,29449700000,31/03/2020,1165000000,"0,37%","-0,42%","-0,42%","-12,58%","-28,33%","30,51%","59,12%","6,94%","0,00%","0,00%",,1276,279,1580,027,087,364,-528,"2,2%",1387,1853,"3,8%",169,773,"5,7%","1,7%","2,1%","5,5%","7,5%","21,9%",185,115,325,28823000000,5997000000,15068000000,10341000000,4344000000,9000000000,93741000000,1589000000,1968000000,21188000000,178000000,234000000,,,,,,
B3SA3,ON,B3 ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,5509,30/06/2020,2997,5509,601178000,113438000000,107718000000,31/03/2020,2059140000,"0,24%","20,94%","20,94%","51,92%","31,24%","63,26%","20,79%","40,49%","55,25%","21,98%",,3620,456,2967,1597,276,5991,-2600,"2,8%",2217,2818,"35,8%",152,1209,"90,6%","53,8%","44,1%","9,3%","12,7%","12,6%",119,021,017,41141800000,10975700000,11881300000,5255340000,-5720370000,24885200000,7103470000,3823130000,3133520000,1905200000,1307390000,1025550000,,,,,,
ALUP4,PN N2,ALUPAR PN N2,Energia Elétrica,Energia Elétrica,710,30/06/2020,525,907,160118,6241690000,11454700000,31/03/2020,879111000,"-1,11%","-4,95%","-4,95%","-11,24%","-13,03%","57,94%","6,58%","25,19%","-6,31%","0,00%",,933,120,289,134,031,214,-088,"3,2%",503,530,"32,5%",076,592,"49,4%","46,4%","29,4%","10,9%","13,4%","12,8%",243,166,023,19920500000,3421850000,4967970000,8634860000,5213010000,5206210000,4663230000,2162810000,668930000,1216930000,582593000,179149000,,,,,,
BEEF3,ON NM,Minerva ON NM,Alimentos,Carnes e Derivados,1315,30/06/2020,660,1565,128687000,6397190000,11801700000,31/03/2020,486478000,"1,47%","-1,79%","-1,79%","65,41%","2,41%","157,32%","-53,15%","-9,90%","-8,58%","40,24%",,2007,1104,419,036,040,130,-130,"0,0%",659,773,"19,0%",066,119,"19,3%","8,7%","1,8%","9,5%","18,0%","55,0%",188,2022,109,16081300000,6315990000,10565800000,11720500000,5404490000,579674000,17562300000,1525870000,318768000,4167070000,301563000,271205000,,,,,,
POMO3,ON,MARCOPOLO ON,Material de Transporte,Material Rodoviário,277,30/06/2020,207,492,1244550,2622890000,3701890000,31/03/2020,946893000,"2,21%","9,06%","9,06%","-12,74%","-36,33%","38,75%","4,57%","50,74%","32,68%","-40,70%",,1370,109,1086,061,047,216,-1160,"3,7%",1114,1532,"16,9%",020,255,"15,3%","5,6%","4,5%","4,3%","5,7%","7,9%",171,083,077,5616040000,913271000,2919930000,1992260000,1078990000,2411370000,4335350000,241601000,191462000,919399000,49487000,14295000,,,,,,
BRGE11,PNE,CONSORCIO ALFA PNE,Financeiros,Bancos,1600,19/06/2020,569,1600,1286,1178340000,606667000,31/03/2020,73646000,"0,00%","79,78%","79,78%","170,31%","2,04%","289,29%","8,44%","24,26%","8,93%","37,25%",,2345,097,-263,4026,038,-414,-326,"2,2%",-136,-135,"-0,6%",068,1644,"-233,1%","-1532,3%","268,5%","-14,4%","-17,7%","4,1%",077,-,001,3111670000,571669000,954709000,0,-571669000,1210980000,29269000,-448475000,50240000,7068000,-118370000,13403000,,,,,,
KEPL3,ON,KEPLER WEBER SA ON,Máquinas e Equipamentos,Máqs e Equips Industriais,3745,30/06/2020,1870,3745,3604200,985384000,964977000,31/03/2020,26312000,"1,77%","24,83%","24,83%","96,50%","28,44%","99,66%","-23,61%","8,48%","11,95%","-65,14%",,2333,207,1664,172,149,711,937,"1,1%",1065,1630,"-2,0%",161,1810,"25,8%","10,3%","7,4%","8,9%","10,8%","8,9%",191,013,087,662345000,81275000,291428000,60868000,-20407000,476133000,573416000,59209000,42239000,127482000,8411000,8749000,,,,,,
CPRE3,ON NM,CPFL RENOVAV ON NM,Energia Elétrica,Energia Elétrica,1801,30/06/2020,1289,1976,6078,9388880000,13446800000,31/03/2020,521315000,"-1,15%","4,71%","4,71%","23,36%","-2,65%","14,55%","21,06%","14,21%","1,65%","-1,71%",,5833,208,1247,475,079,-4771,-161,"0,0%",960,1785,"7,8%",031,866,"45,9%","38,1%","8,6%","6,4%","7,0%","3,6%",088,111,017,11820400000,949673000,1392290000,5007540000,4057870000,4512900000,1978360000,753158000,160960000,384542000,132691000,-31532000,,,,,,
BPAC5,PNA,BTGP BANCO PNA,Financeiros,Bancos,2085,30/06/2020,950,2420,60610,54331600000,-,31/03/2020,2605830000,"1,21%","43,69%","43,69%","27,08%","-8,61%","220,78%","26,45%","96,20%","0,00%","0,00%",,2441,247,-,-,-,-,-,"2,2%",-,-,"-77,3%",085,844,-,-,"0,0%","0,0%",-,"10,1%",-,-,-,236221000000,,,,,21998900000,,,2225450000,,,-907789000,24388600000,25405500000,-301341000,1583330000,-3375060000,435445000
ABEV3,ON NM,AMBEV S/A ON NM,Bebidas,Cervejas e Refrigerantes,1414,30/06/2020,1103,2018,386569000,222495000000,212719000000,31/03/2020,15735100000,"-0,84%","13,30%","13,30%","-19,21%","-24,26%","24,08%","-25,59%","33,10%","-4,96%","13,71%",,2179,316,1520,423,196,3792,-2121,"3,5%",1103,1453,"3,3%",065,447,"57,7%","27,8%","20,3%","12,9%","17,1%","14,5%",123,005,046,113688000000,13249300000,31086400000,3473450000,-9775840000,70359900000,52562200000,14638400000,10209900000,12602600000,2887210000,1091780000,,,,,,
MDIA3,ON NM,MDIASBRANCO ON NM,Alimentos,Alimentos Diversos,4061,30/06/2020,2678,4500,42896500,13766800000,14523000000,31/03/2020,339000000,"0,45%","12,40%","12,40%","4,82%","7,04%","-10,86%","-17,18%","37,26%","75,03%","-23,99%",,2161,225,2161,214,155,1064,4141,"0,6%",1653,2280,"7,6%",188,1808,"36,3%","9,9%","9,9%","7,2%","8,0%","10,4%",173,026,073,8858720000,811186000,3062060000,1567370000,756181000,6129090000,6423430000,637037000,636955000,1636750000,184239000,137000000,,,,,,
